EKG,T,,,,,
393,13908,,,,,
384,13920,,,,,
375,13931,,,,,
367,13942,,,,,
359,13954,,,,,
347,13966,,,,,
335,13977,,,,,
326,13988,,,,,
317,14000,,,,,
316,14011,,,,,
317,14023,,,,,
321,14034,,,,,
323,14046,,,,,
327,14057,,,,,
326,14068,,,,,
330,14080,,,,,
327,14092,,,,,
330,14103,,,,,
332,14114,,,,,
329,14126,,,,,
334,14137,,,,,
332,14148,,,,,
330,14160,,,,,
333,14172,,,,,
328,14183,,,,,
324,14194,,,,,
322,14205,,,,,
321,14217,,,,,
318,14229,,,,,
318,14240,,,,,
318,14252,,,,,
318,14263,,,,,
324,14274,,,,,
337,14285,,,,,
432,14298,,,,,
492,14309,,,,,
412,14320,,,,,
195,14331,,,,,
261,14343,,,,,
316,14355,,,,,
335,14366,,,,,
342,14377,,,,,
340,14389,,,,,
347,14400,,,,,
347,14411,,,,,
353,14424,,,,,
357,14435,,,,,
363,14446,,,,,
370,14457,,,,,
375,14469,,,,,
384,14480,,,,,
388,14492,,,,,
393,14503,,,,,
386,14515,,,,,
373,14526,,,,,
362,14537,,,,,
352,14548,,,,,
343,14561,,,,,
326,14572,,,,,
316,14583,,,,,
307,14595,,,,,
300,14606,,,,,
301,14617,,,,,
298,14629,,,,,
303,14641,,,,,
303,14652,,,,,
306,14663,,,,,
309,14674,,,,,
311,14686,,,,,
317,14698,,,,,
318,14709,,,,,
321,14721,,,,,
317,14732,,,,,
315,14743,,,,,
315,14755,,,,,
316,14767,,,,,
307,14778,,,,,
300,14789,,,,,
301,14800,,,,,
296,14812,,,,,
