EKG,T,,,,,
301,12913,,,,,
439,12924,,,,,
627,12936,,,,,
368,12947,,,,,
240,12959,,,,,
304,12971,,,,,
323,12982,,,,,
333,12993,,,,,
334,13004,,,,,
338,13016,,,,,
342,13028,,,,,
347,13039,,,,,
358,13050,,,,,
359,13062,,,,,
365,13073,,,,,
373,13084,,,,,
375,13096,,,,,
378,13108,,,,,
374,13119,,,,,
376,13130,,,,,
376,13142,,,,,
376,13153,,,,,
367,13165,,,,,
352,13176,,,,,
337,13188,,,,,
332,13199,,,,,
334,13210,,,,,
331,13221,,,,,
334,13234,,,,,
333,13245,,,,,
336,13256,,,,,
333,13267,,,,,
328,13279,,,,,
337,13291,,,,,
344,13302,,,,,
344,13314,,,,,
336,13325,,,,,
322,13336,,,,,
319,13347,,,,,
316,13360,,,,,
320,13371,,,,,
315,13382,,,,,
314,13393,,,,,
286,13405,,,,,
393,13416,,,,,
590,13428,,,,,
378,13440,,,,,
215,13451,,,,,
282,13462,,,,,
307,13473,,,,,
309,13485,,,,,
316,13497,,,,,
324,13508,,,,,
327,13519,,,,,
333,13531,,,,,
335,13542,,,,,
342,13553,,,,,
345,13565,,,,,
351,13577,,,,,
358,13588,,,,,
359,13599,,,,,
360,13611,,,,,
357,13623,,,,,
357,13634,,,,,
357,13645,,,,,
349,13657,,,,,
334,13668,,,,,
320,13679,,,,,
315,13691,,,,,
313,13703,,,,,
317,13714,,,,,
316,13725,,,,,
317,13736,,,,,
320,13748,,,,,
320,13760,,,,,
317,13771,,,,,
325,13783,,,,,
333,13794,,,,,
331,13805,,,,,
322,13816,,,,,
314,13829,,,,,
307,13840,,,,,
307,13851,,,,,
304,13862,,,,,
308,13874,,,,,
302,13885,,,,,
275,13897,,,,,
405,13908,,,,,
575,13920,,,,,
341,13931,,,,,
215,13942,,,,,
284,13954,,,,,
303,13966,,,,,
307,13977,,,,,
314,13988,,,,,
318,14000,,,,,
324,14011,,,,,
327,14023,,,,,
335,14034,,,,,
340,14046,,,,,
347,14057,,,,,
353,14068,,,,,
355,14080,,,,,
361,14092,,,,,
359,14103,,,,,
358,14114,,,,,
359,14126,,,,,
357,14137,,,,,
349,14148,,,,,
331,14160,,,,,
321,14172,,,,,
317,14183,,,,,
318,14194,,,,,
319,14205,,,,,
320,14217,,,,,
320,14229,,,,,
320,14240,,,,,
321,14252,,,,,
315,14263,,,,,
325,14274,,,,,
333,14285,,,,,
331,14298,,,,,
325,14309,,,,,
314,14320,,,,,
311,14331,,,,,
309,14343,,,,,
309,14355,,,,,
310,14366,,,,,
308,14377,,,,,
276,14389,,,,,
382,14400,,,,,
589,14411,,,,,
387,14424,,,,,
227,14435,,,,,
288,14446,,,,,
309,14457,,,,,
317,14469,,,,,
320,14480,,,,,
330,14492,,,,,
332,14503,,,,,
337,14515,,,,,
341,14526,,,,,
347,14537,,,,,
356,14548,,,,,
359,14561,,,,,
367,14572,,,,,
369,14583,,,,,
368,14595,,,,,
365,14606,,,,,
365,14617,,,,,
366,14629,,,,,
354,14641,,,,,
344,14652,,,,,
331,14663,,,,,
327,14674,,,,,
327,14686,,,,,
329,14698,,,,,
331,14709,,,,,
328,14721,,,,,
332,14732,,,,,
333,14743,,,,,
328,14755,,,,,
330,14767,,,,,
341,14778,,,,,
344,14789,,,,,
336,14800,,,,,
327,14812,,,,,
321,14824,,,,,
