EKG,T,,,,,
382,5452,,,,,
387,5463,,,,,
391,5473,,,,,
388,5483,,,,,
394,5493,,,,,
388,5505,,,,,
395,5515,,,,,
387,5525,,,,,
395,5535,,,,,
387,5545,,,,,
395,5556,,,,,
388,5566,,,,,
396,5577,,,,,
389,5587,,,,,
396,5598,,,,,
390,5608,,,,,
396,5618,,,,,
392,5628,,,,,
395,5640,,,,,
390,5650,,,,,
388,5660,,,,,
383,5670,,,,,
380,5681,,,,,
380,5691,,,,,
376,5702,,,,,
379,5712,,,,,
374,5723,,,,,
379,5733,,,,,
372,5743,,,,,
377,5753,,,,,
369,5764,,,,,
375,5775,,,,,
367,5785,,,,,
375,5795,,,,,
367,5806,,,,,
375,5816,,,,,
367,5826,,,,,
371,5837,,,,,
363,5848,,,,,
367,5858,,,,,
362,5868,,,,,
365,5878,,,,,
362,5889,,,,,
363,5899,,,,,
356,5910,,,,,
381,5920,,,,,
409,5931,,,,,
357,5941,,,,,
330,5951,,,,,
343,5961,,,,,
359,5972,,,,,
355,5983,,,,,
362,5993,,,,,
357,6003,,,,,
364,6013,,,,,
357,6024,,,,,
365,6035,,,,,
357,6045,,,,,
366,6055,,,,,
359,6066,,,,,
367,6076,,,,,
361,6086,,,,,
368,6096,,,,,
364,6108,,,,,
369,6118,,,,,
367,6128,,,,,
370,6138,,,,,
370,6149,,,,,
369,6159,,,,,
367,6170,,,,,
363,6180,,,,,
364,6191,,,,,
358,6201,,,,,
362,6211,,,,,
357,6221,,,,,
363,6232,,,,,
356,6243,,,,,
363,6253,,,,,
355,6263,,,,,
362,6274,,,,,
354,6284,,,,,
362,6294,,,,,
355,6305,,,,,
363,6316,,,,,
358,6326,,,,,
364,6336,,,,,
357,6346,,,,,
360,6356,,,,,
356,6368,,,,,
359,6378,,,,,
357,6388,,,,,
358,6398,,,,,
358,6409,,,,,
351,6419,,,,,
375,6429,,,,,
404,6440,,,,,
363,6451,,,,,
323,6461,,,,,
345,6471,,,,,
351,6481,,,,,
360,6492,,,,,
354,6503,,,,,
363,6513,,,,,
356,6523,,,,,
364,6534,,,,,
358,6544,,,,,
365,6554,,,,,
360,6564,,,,,
367,6576,,,,,
363,6586,,,,,
368,6596,,,,,
366,6606,,,,,
370,6617,,,,,
369,6627,,,,,
370,6638,,,,,
371,6648,,,,,
371,6659,,,,,
373,6669,,,,,
368,6679,,,,,
370,6689,,,,,
363,6701,,,,,
368,6711,,,,,
361,6721,,,,,
368,6731,,,,,
361,6742,,,,,
368,6752,,,,,
360,6762,,,,,
368,6773,,,,,
361,6784,,,,,
367,6794,,,,,
361,6804,,,,,
368,6814,,,,,
363,6824,,,,,
369,6836,,,,,
366,6846,,,,,
367,6856,,,,,
363,6866,,,,,
363,6877,,,,,
363,6887,,,,,
363,6897,,,,,
365,6908,,,,,
361,6919,,,,,
359,6929,,,,,
366,6939,,,,,
410,6949,,,,,
377,6960,,,,,
337,6971,,,,,
338,6981,,,,,
362,6991,,,,,
358,7002,,,,,
367,7012,,,,,
360,7022,,,,,
368,7033,,,,,
363,7044,,,,,
369,7054,,,,,
365,7064,,,,,
370,7074,,,,,
367,7085,,,,,
371,7095,,,,,
370,7106,,,,,
372,7116,,,,,
373,7127,,,,,
372,7137,,,,,
375,7147,,,,,
372,7157,,,,,
377,7169,,,,,
372,7179,,,,,
377,7189,,,,,
368,7199,,,,,
373,7209,,,,,
365,7220,,,,,
372,7230,,,,,
364,7241,,,,,
371,7251,,,,,
364,7262,,,,,
371,7272,,,,,
364,7282,,,,,
371,7292,,,,,
364,7304,,,,,
368,7314,,,,,
364,7324,,,,,
369,7334,,,,,
367,7345,,,,,
370,7355,,,,,
370,7366,,,,,
367,7376,,,,,
367,7387,,,,,
363,7397,,,,,
367,7407,,,,,
363,7417,,,,,
368,7428,,,,,
361,7439,,,,,
362,7449,,,,,
380,7459,,,,,
419,7470,,,,,
361,7480,,,,,
338,7490,,,,,
346,7501,,,,,
365,7512,,,,,
361,7522,,,,,
368,7532,,,,,
363,7542,,,,,
370,7553,,,,,
366,7563,,,,,
370,7574,,,,,
369,7584,,,,,
371,7595,,,,,
371,7605,,,,,
371,7615,,,,,
374,7625,,,,,
373,7636,,,,,
378,7647,,,,,
375,7657,,,,,
381,7667,,,,,
377,7677,,,,,
385,7688,,,,,
377,7699,,,,,
383,7709,,,,,
373,7719,,,,,
379,7730,,,,,
370,7740,,,,,
377,7750,,,,,
371,7760,,,,,
378,7772,,,,,
372,7782,,,,,
377,7792,,,,,
371,7802,,,,,
375,7813,,,,,
372,7823,,,,,
374,7834,,,,,
373,7844,,,,,
374,7855,,,,,
375,7865,,,,,
373,7875,,,,,
376,7885,,,,,
369,7896,,,,,
373,7907,,,,,
366,7917,,,,,
372,7927,,,,,
365,7938,,,,,
372,7948,,,,,
362,7958,,,,,
369,7969,,,,,
393,7980,,,,,
413,7990,,,,,
349,8000,,,,,
340,8010,,,,,
352,8020,,,,,
367,8032,,,,,
363,8042,,,,,
367,8052,,,,,
366,8062,,,,,
369,8073,,,,,
368,8083,,,,,
368,8093,,,,,
369,8104,,,,,
368,8115,,,,,
371,8125,,,,,
368,8135,,,,,
374,8145,,,,,
369,8156,,,,,
376,8167,,,,,
370,8177,,,,,
378,8187,,,,,
372,8198,,,,,
380,8208,,,,,
371,8218,,,,,
375,8228,,,,,
364,8240,,,,,
369,8250,,,,,
363,8260,,,,,
369,8270,,,,,
362,8281,,,,,
367,8291,,,,,
364,8302,,,,,
366,8312,,,,,
365,8323,,,,,
365,8333,,,,,
364,8343,,,,,
362,8353,,,,,
366,8365,,,,,
362,8375,,,,,
367,8385,,,,,
363,8395,,,,,
367,8406,,,,,
358,8416,,,,,
364,8426,,,,,
356,8437,,,,,
363,8448,,,,,
356,8458,,,,,
363,8468,,,,,
352,8478,,,,,
369,8488,,,,,
398,8500,,,,,
383,8510,,,,,
329,8520,,,,,
339,8530,,,,,
352,8541,,,,,
360,8551,,,,,
359,8561,,,,,
361,8572,,,,,
362,8583,,,,,
362,8593,,,,,
364,8603,,,,,
362,8613,,,,,
367,8624,,,,,
362,8635,,,,,
369,8645,,,,,
363,8655,,,,,
371,8666,,,,,
365,8676,,,,,
373,8686,,,,,
366,8697,,,,,
376,8708,,,,,
370,8718,,,,,
377,8728,,,,,
369,8738,,,,,
372,8749,,,,,
364,8759,,,,,
368,8770,,,,,
363,8780,,,,,
367,8791,,,,,
365,8801,,,,,
366,8811,,,,,
366,8821,,,,,
365,8833,,,,,
366,8843,,,,,
363,8853,,,,,
366,8863,,,,,
360,8873,,,,,
367,8884,,,,,
361,8894,,,,,
369,8905,,,,,
362,8915,,,,,
367,8926,,,,,
358,8936,,,,,
365,8946,,,,,
358,8956,,,,,
365,8968,,,,,
359,8978,,,,,
364,8988,,,,,
355,8998,,,,,
381,9009,,,,,
407,9019,,,,,
367,9030,,,,,
329,9040,,,,,
347,9051,,,,,
359,9061,,,,,
361,9071,,,,,
363,9081,,,,,
362,9092,,,,,
366,9103,,,,,
362,9113,,,,,
368,9123,,,,,
362,9134,,,,,
369,9144,,,,,
363,9154,,,,,
372,9165,,,,,
365,9176,,,,,
373,9186,,,,,
367,9196,,,,,
375,9206,,,,,
368,9217,,,,,
377,9227,,,,,
372,9238,,,,,
