EKG,T,,,,,0
312,46810,,,,,
314,46821,,,,,
317,46832,,,,,
320,46844,,,,,
321,46856,,,,,
323,46867,,,,,
323,46878,,,,,
325,46889,,,,,
328,46901,,,,,
337,46913,,,,,
338,46924,,,,,
332,46936,,,,,
322,46947,,,,,
318,46958,,,,,
317,46970,,,,,
317,46982,,,,,
317,46993,,,,,
318,47004,,,,,
300,47015,,,,,
316,47027,,,,,
571,47039,,,,,
632,47050,,,,,
268,47062,,,,,
244,47073,,,,,
295,47084,,,,,
312,47095,,,,,
318,47108,,,,,
321,47119,,,,,
329,47130,,,,,
332,47141,,,,,
336,47153,,,,,
340,47164,,,,,
346,47176,,,,,
357,47187,,,,,
364,47199,,,,,
376,47210,,,,,
382,47221,,,,,
386,47233,,,,,
387,47245,,,,,
379,47256,,,,,
370,47267,,,,,
351,47279,,,,,
331,47290,,,,,
317,47302,,,,,
309,47313,,,,,
306,47325,,,,,
304,47336,,,,,
305,47347,,,,,
306,47358,,,,,
309,47371,,,,,
311,47382,,,,,
315,47393,,,,,
316,47405,,,,,
318,47416,,,,,
321,47427,,,,,
321,47439,,,,,
323,47451,,,,,
328,47462,,,,,
333,47473,,,,,
338,47484,,,,,
327,47496,,,,,
320,47508,,,,,
314,47519,,,,,
316,47531,,,,,
314,47542,,,,,
316,47553,,,,,
316,47564,,,,,
292,47577,,,,,
334,47588,,,,,
606,47599,,,,,
580,47610,,,,,
242,47622,,,,,
250,47633,,,,,
297,47645,,,,,
308,47656,,,,,
313,47668,,,,,
317,47679,,,,,
325,47690,,,,,
327,47703,,,,,
333,47714,,,,,
338,47725,,,,,
342,47736,,,,,
355,47748,,,,,
362,47759,,,,,
370,47771,,,,,
377,47782,,,,,
383,47794,,,,,
381,47805,,,,,
373,47816,,,,,
363,47827,,,,,
343,47840,,,,,
328,47851,,,,,
315,47862,,,,,
309,47874,,,,,
308,47885,,,,,
305,47896,,,,,
308,47908,,,,,
307,47920,,,,,
312,47931,,,,,
314,47942,,,,,
315,47953,,,,,
320,47965,,,,,
318,47977,,,,,
324,47988,,,,,
323,48000,,,,,
325,48011,,,,,
331,48022,,,,,
337,48034,,,,,
339,48046,,,,,
331,48057,,,,,
323,48068,,,,,
317,48079,,,,,
318,48091,,,,,
317,48103,,,,,
319,48114,,,,,
320,48125,,,,,
300,48137,,,,,
339,48148,,,,,
590,48159,,,,,
592,48172,,,,,
266,48183,,,,,
263,48194,,,,,
308,48205,,,,,
314,48217,,,,,
319,48228,,,,,
321,48240,,,,,
326,48251,,,,,
330,48263,,,,,
334,48274,,,,,
340,48285,,,,,
344,48296,,,,,
353,48309,,,,,
358,48320,,,,,
369,48331,,,,,
374,48343,,,,,
378,48354,,,,,
378,48365,,,,,
369,48377,,,,,
361,48389,,,,,
342,48400,,,,,
327,48411,,,,,
316,48422,,,,,
309,48435,,,,,
308,48446,,,,,
306,48457,,,,,
310,48468,,,,,
312,48480,,,,,
315,48491,,,,,
316,48503,,,,,
318,48515,,,,,
319,48526,,,,,
319,48537,,,,,
323,48548,,,,,
319,48560,,,,,
326,48572,,,,,
336,48583,,,,,
337,48594,,,,,
332,48606,,,,,
322,48617,,,,,
317,48628,,,,,
314,48641,,,,,
316,48652,,,,,
315,48663,,,,,
315,48674,,,,,
304,48686,,,,,
291,48697,,,,,
512,48709,,,,,
655,48720,,,,,
333,48732,,,,,
246,48743,,,,,
298,48754,,,,,
311,48766,,,,,
313,48778,,,,,
321,48789,,,,,
323,48800,,,,,
328,48812,,,,,
333,48823,,,,,
338,48835,,,,,
345,48846,,,,,
351,48858,,,,,
359,48869,,,,,
366,48880,,,,,
377,48891,,,,,
377,48904,,,,,
378,48915,,,,,
372,48926,,,,,
361,48937,,,,,
348,48949,,,,,
329,48960,,,,,
319,48972,,,,,
311,48984,,,,,
306,48995,,,,,
307,49006,,,,,
307,49017,,,,,
310,49029,,,,,
311,49041,,,,,
315,49052,,,,,
314,49063,,,,,
316,49075,,,,,
320,49086,,,,,
318,49097,,,,,
322,49110,,,,,
322,49121,,,,,
320,49132,,,,,
329,49143,,,,,
338,49155,,,,,
338,49167,,,,,
330,49178,,,,,
319,49189,,,,,
315,49201,,,,,
314,49212,,,,,
316,49223,,,,,
315,49235,,,,,
317,49247,,,,,
293,49258,,,,,
342,49269,,,,,
613,49281,,,,,
576,49292,,,,,
252,49304,,,,,
257,49315,,,,,
303,49327,,,,,
310,49338,,,,,
316,49349,,,,,
319,49360,,,,,
326,49373,,,,,
331,49384,,,,,
334,49395,,,,,
341,49406,,,,,
346,49418,,,,,
354,49429,,,,,
361,49441,,,,,
371,49453,,,,,
377,49464,,,,,
378,49475,,,,,
378,49486,,,,,
372,49499,,,,,
362,49510,,,,,
344,49521,,,,,
327,49532,,,,,
317,49544,,,,,
309,49555,,,,,
308,49567,,,,,
308,49579,,,,,
312,49590,,,,,
310,49601,,,,,
313,49612,,,,,
316,49624,,,,,
318,49636,,,,,
317,49647,,,,,
317,49658,,,,,
320,49670,,,,,
320,49681,,,,,
325,49692,,,,,
319,49704,,,,,
329,49716,,,,,
339,49727,,,,,
336,49738,,,,,
328,49750,,,,,
316,49761,,,,,
317,49773,,,,,
317,49784,,,,,
316,49796,,,,,
315,49807,,,,,
317,49818,,,,,
289,49829,,,,,
377,49842,,,,,
658,49853,,,,,
516,49864,,,,,
241,49875,,,,,
270,49887,,,,,
306,49899,,,,,
315,49910,,,,,
318,49922,,,,,
321,49933,,,,,
328,49944,,,,,
332,49955,,,,,
337,49968,,,,,
341,49979,,,,,
350,49990,,,,,
356,50001,,,,,
364,50013,,,,,
372,50024,,,,,
377,50036,,,,,
380,50048,,,,,
377,50059,,,,,
373,50070,,,,,
359,50081,,,,,
343,50093,,,,,
327,50105,,,,,
316,50116,,,,,
312,50127,,,,,
306,50139,,,,,
309,50150,,,,,
307,50161,,,,,
313,50173,,,,,
314,50185,,,,,
315,50196,,,,,
315,50207,,,,,
315,50219,,,,,
319,50231,,,,,
321,50242,,,,,
325,50253,,,,,
323,50265,,,,,
329,50276,,,,,
338,50287,,,,,
336,50299,,,,,
325,50311,,,,,
314,50322,,,,,
313,50333,,,,,
315,50344,,,,,
316,50356,,,,,
319,50368,,,,,
316,50379,,,,,
291,50391,,,,,
384,50402,,,,,
659,50413,,,,,
502,50424,,,,,
216,50437,,,,,
260,50448,,,,,
303,50459,,,,,
315,50470,,,,,
318,50482,,,,,
323,50493,,,,,
329,50505,,,,,
331,50516,,,,,
338,50528,,,,,
342,50539,,,,,
351,50550,,,,,
359,50562,,,,,
368,50574,,,,,
377,50585,,,,,
381,50596,,,,,
382,50608,,,,,
377,50619,,,,,
373,50631,,,,,
360,50642,,,,,
344,50654,,,,,
327,50665,,,,,
312,50676,,,,,
309,50688,,,,,
304,50700,,,,,
304,50711,,,,,
303,50722,,,,,
303,50734,,,,,
306,50745,,,,,
309,50756,,,,,
314,50768,,,,,
315,50780,,,,,
319,50791,,,,,
320,50802,,,,,
323,50813,,,,,
324,50825,,,,,
329,50837,,,,,
336,50848,,,,,
329,50860,,,,,
322,50871,,,,,
315,50882,,,,,
315,50893,,,,,
313,50906,,,,,
312,50917,,,,,
317,50928,,,,,
304,50939,,,,,
293,50951,,,,,
502,50963,,,,,
656,50974,,,,,
319,50985,,,,,
227,50997,,,,,
286,51008,,,,,
307,51019,,,,,
314,51032,,,,,
317,51043,,,,,
325,51054,,,,,
329,51065,,,,,
330,51077,,,,,
339,51088,,,,,
345,51100,,,,,
353,51111,,,,,
358,51123,,,,,
367,51134,,,,,
377,51145,,,,,
381,51156,,,,,
381,51169,,,,,
373,51180,,,,,
367,51191,,,,,
351,51203,,,,,
335,51214,,,,,
322,51225,,,,,
312,51237,,,,,
309,51249,,,,,
308,51260,,,,,
310,51271,,,,,
310,51282,,,,,
310,51294,,,,,
314,51306,,,,,
317,51317,,,,,
321,51329,,,,,
322,51340,,,,,
326,51351,,,,,
323,51363,,,,,
325,51375,,,,,
334,51386,,,,,
337,51397,,,,,
334,51408,,,,,
322,51420,,,,,
317,51432,,,,,
313,51443,,,,,
314,51454,,,,,
315,51466,,,,,
313,51477,,,,,
307,51488,,,,,
285,51501,,,,,
484,51512,,,,,
658,51523,,,,,
341,51534,,,,,
230,51546,,,,,
283,51557,,,,,
311,51569,,,,,
313,51580,,,,,
319,51592,,,,,
326,51603,,,,,
329,51614,,,,,
332,51625,,,,,
338,51638,,,,,
347,51649,,,,,
352,51660,,,,,
361,51672,,,,,
370,51683,,,,,
377,51695,,,,,
383,51706,,,,,
379,51718,,,,,
377,51729,,,,,
367,51740,,,,,
356,51751,,,,,
335,51764,,,,,
320,51775,,,,,
312,51786,,,,,
307,51798,,,,,
309,51809,,,,,
307,51820,,,,,
310,51832,,,,,
310,51844,,,,,
313,51855,,,,,
317,51866,,,,,
319,51877,,,,,
320,51889,,,,,
321,51901,,,,,
325,51912,,,,,
322,51923,,,,,
335,51935,,,,,
339,51946,,,,,
335,51957,,,,,
328,51970,,,,,
315,51981,,,,,
316,51992,,,,,
316,52003,,,,,
315,52015,,,,,
317,52026,,,,,
312,52038,,,,,
283,52049,,,,,
434,52061,,,,,
660,52072,,,,,
417,52083,,,,,
225,52096,,,,,
276,52107,,,,,
308,52118,,,,,
314,52129,,,,,
317,52141,,,,,
323,52152,,,,,
328,52164,,,,,
333,52175,,,,,
338,52187,,,,,
344,52198,,,,,
349,52209,,,,,
357,52220,,,,,
368,52233,,,,,
374,52244,,,,,
378,52255,,,,,
381,52267,,,,,
378,52278,,,,,
371,52289,,,,,
356,52301,,,,,
339,52313,,,,,
322,52324,,,,,
313,52335,,,,,
306,52346,,,,,
306,52358,,,,,
307,52370,,,,,
308,52381,,,,,
311,52392,,,,,
312,52404,,,,,
316,52415,,,,,
316,52427,,,,,
318,52439,,,,,
322,52450,,,,,
321,52461,,,,,
322,52472,,,,,
329,52484,,,,,
336,52496,,,,,
334,52507,,,,,
328,52518,,,,,
317,52530,,,,,
312,52541,,,,,
315,52552,,,,,
313,52564,,,,,
313,52576,,,,,
314,52587,,,,,
285,52598,,,,,
339,52610,,,,,
619,52621,,,,,
567,52633,,,,,
244,52644,,,,,
256,52656,,,,,
303,52667,,,,,
309,52678,,,,,
313,52689,,,,,
319,52702,,,,,
325,52713,,,,,
329,52724,,,,,
334,52736,,,,,
339,52747,,,,,
346,52758,,,,,
353,52770,,,,,
360,52782,,,,,
371,52793,,,,,
376,52804,,,,,
380,52815,,,,,
379,52828,,,,,
371,52839,,,,,
359,52850,,,,,
342,52861,,,,,
329,52873,,,,,
315,52884,,,,,
309,52896,,,,,
309,52908,,,,,
307,52919,,,,,
311,52930,,,,,
311,52941,,,,,
314,52953,,,,,
316,52965,,,,,
318,52976,,,,,
319,52987,,,,,
319,52999,,,,,
322,53010,,,,,
322,53021,,,,,
322,53033,,,,,
329,53045,,,,,
339,53056,,,,,
337,53067,,,,,
331,53079,,,,,
320,53090,,,,,
317,53102,,,,,
318,53113,,,,,
315,53125,,,,,
316,53136,,,,,
317,53147,,,,,
290,53159,,,,,
344,53171,,,,,
623,53182,,,,,
577,53193,,,,,
255,53204,,,,,
263,53216,,,,,
305,53228,,,,,
309,53239,,,,,
315,53251,,,,,
318,53262,,,,,
325,53273,,,,,
329,53284,,,,,
335,53297,,,,,
341,53308,,,,,
347,53319,,,,,
355,53330,,,,,
360,53342,,,,,
370,53353,,,,,
375,53365,,,,,
379,53377,,,,,
378,53388,,,,,
370,53399,,,,,
360,53410,,,,,
343,53422,,,,,
329,53434,,,,,
317,53445,,,,,
310,53456,,,,,
310,53468,,,,,
309,53479,,,,,
310,53490,,,,,
312,53502,,,,,
316,53514,,,,,
318,53525,,,,,
317,53536,,,,,
319,53548,,,,,
320,53560,,,,,
322,53571,,,,,
322,53582,,,,,
323,53594,,,,,
323,53605,,,,,
335,53616,,,,,
339,53628,,,,,
331,53640,,,,,
322,53651,,,,,
316,53662,,,,,
316,53673,,,,,
315,53685,,,,,
314,53697,,,,,
316,53708,,,,,
304,53720,,,,,
295,53731,,,,,
514,53742,,,,,
658,53753,,,,,
333,53766,,,,,
245,53777,,,,,
294,53788,,,,,
310,53799,,,,,
313,53811,,,,,
317,53822,,,,,
323,53834,,,,,
328,53846,,,,,
333,53857,,,,,
340,53868,,,,,
343,53879,,,,,
352,53892,,,,,
359,53903,,,,,
368,53914,,,,,
376,53925,,,,,
379,53937,,,,,
381,53948,,,,,
377,53960,,,,,
367,53971,,,,,
348,53983,,,,,
333,53994,,,,,
317,54005,,,,,
311,54017,,,,,
307,54029,,,,,
305,54040,,,,,
308,54051,,,,,
309,54063,,,,,
310,54074,,,,,
309,54085,,,,,
314,54097,,,,,
316,54109,,,,,
316,54120,,,,,
319,54131,,,,,
319,54142,,,,,
322,54154,,,,,
318,54166,,,,,
330,54177,,,,,
335,54189,,,,,
333,54200,,,,,
324,54211,,,,,
317,54222,,,,,
313,54235,,,,,
312,54246,,,,,
312,54257,,,,,
314,54268,,,,,
311,54280,,,,,
281,54292,,,,,
427,54303,,,,,
661,54315,,,,,
441,54326,,,,,
230,54337,,,,,
271,54348,,,,,
301,54361,,,,,
309,54372,,,,,
312,54383,,,,,
319,54394,,,,,
327,54406,,,,,
333,54417,,,,,
336,54429,,,,,
340,54440,,,,,
349,54452,,,,,
356,54463,,,,,
367,54474,,,,,
375,54486,,,,,
382,54498,,,,,
383,54509,,,,,
379,54520,,,,,
372,54532,,,,,
353,54543,,,,,
339,54554,,,,,
322,54566,,,,,
309,54578,,,,,
305,54589,,,,,
304,54600,,,,,
305,54611,,,,,
304,54624,,,,,
305,54635,,,,,
308,54646,,,,,
312,54658,,,,,
315,54669,,,,,
315,54680,,,,,
318,54692,,,,,
319,54704,,,,,
323,54715,,,,,
320,54726,,,,,
330,54737,,,,,
339,54749,,,,,
334,54761,,,,,
327,54772,,,,,
319,54784,,,,,
315,54795,,,,,
314,54806,,,,,
315,54817,,,,,
315,54830,,,,,
313,54841,,,,,
286,54852,,,,,
384,54863,,,,,
659,54875,,,,,
492,54886,,,,,
229,54898,,,,,
269,54909,,,,,
307,54921,,,,,
312,54932,,,,,
315,54943,,,,,
320,54955,,,,,
327,54967,,,,,
330,54978,,,,,
336,54989,,,,,
343,55001,,,,,
350,55012,,,,,
356,55024,,,,,
367,55035,,,,,
375,55047,,,,,
381,55058,,,,,
386,55069,,,,,
381,55080,,,,,
376,55093,,,,,
360,55104,,,,,
343,55115,,,,,
325,55127,,,,,
315,55138,,,,,
311,55149,,,,,
307,55161,,,,,
309,55173,,,,,
310,55184,,,,,
313,55195,,,,,
314,55206,,,,,
316,55218,,,,,
320,55230,,,,,
320,55241,,,,,
322,55252,,,,,
323,55264,,,,,
329,55275,,,,,
324,55286,,,,,
327,55299,,,,,
340,55310,,,,,
339,55321,,,,,
336,55332,,,,,
324,55344,,,,,
320,55356,,,,,
318,55367,,,,,
320,55378,,,,,
319,55390,,,,,
319,55401,,,,,
305,55412,,,,,
307,55425,,,,,
547,55436,,,,,
644,55447,,,,,
301,55458,,,,,
251,55470,,,,,
298,55481,,,,,
312,55493,,,,,
314,55504,,,,,
320,55516,,,,,
325,55527,,,,,
331,55538,,,,,
337,55549,,,,,
341,55562,,,,,
348,55573,,,,,
352,55584,,,,,
362,55596,,,,,
372,55607,,,,,
378,55618,,,,,
384,55630,,,,,
383,55642,,,,,
378,55653,,,,,
364,55664,,,,,
350,55675,,,,,
331,55687,,,,,
316,55699,,,,,
312,55710,,,,,
306,55721,,,,,
309,55733,,,,,
307,55744,,,,,
311,55756,,,,,
311,55768,,,,,
314,55779,,,,,
315,55790,,,,,
316,55801,,,,,
317,55813,,,,,
317,55825,,,,,
321,55836,,,,,
322,55847,,,,,
321,55859,,,,,
323,55870,,,,,
333,55881,,,,,
340,55894,,,,,
332,55905,,,,,
323,55916,,,,,
317,55927,,,,,
316,55939,,,,,
316,55950,,,,,
314,55962,,,,,
317,55973,,,,,
309,55985,,,,,
289,55996,,,,,
477,56007,,,,,
659,56018,,,,,
376,56031,,,,,
245,56042,,,,,
291,56053,,,,,
309,56065,,,,,
312,56076,,,,,
316,56088,,,,,
321,56099,,,,,
326,56111,,,,,
329,56122,,,,,
337,56133,,,,,
340,56144,,,,,
348,56157,,,,,
356,56168,,,,,
365,56179,,,,,
372,56190,,,,,
377,56202,,,,,
379,56213,,,,,
374,56225,,,,,
367,56237,,,,,
352,56248,,,,,
331,56259,,,,,
317,56270,,,,,
307,56282,,,,,
306,56294,,,,,
304,56305,,,,,
305,56316,,,,,
307,56328,,,,,
309,56339,,,,,
311,56350,,,,,
311,56363,,,,,
314,56374,,,,,
315,56385,,,,,
319,56396,,,,,
320,56408,,,,,
320,56419,,,,,
324,56431,,,,,
320,56442,,,,,
331,56454,,,,,
339,56465,,,,,
336,56476,,,,,
327,56488,,,,,
319,56500,,,,,
316,56511,,,,,
317,56522,,,,,
317,56534,,,,,
314,56545,,,,,
316,56557,,,,,
287,56568,,,,,
379,56580,,,,,
659,56591,,,,,
513,56602,,,,,
240,56613,,,,,
270,56626,,,,,
308,56637,,,,,
313,56648,,,,,
316,56659,,,,,
323,56671,,,,,
326,56682,,,,,
333,56694,,,,,
336,56706,,,,,
344,56717,,,,,
350,56728,,,,,
357,56739,,,,,
370,56751,,,,,
375,56763,,,,,
383,56774,,,,,
384,56785,,,,,
383,56797,,,,,
376,56808,,,,,
362,56820,,,,,
345,56832,,,,,
325,56843,,,,,
315,56854,,,,,
308,56865,,,,,
307,56877,,,,,
306,56889,,,,,
307,56900,,,,,
311,56911,,,,,
310,56923,,,,,
315,56934,,,,,
314,56945,,,,,
317,56957,,,,,
318,56969,,,,,
318,56980,,,,,
320,56991,,,,,
323,57003,,,,,
323,57014,,,,,
320,57026,,,,,
333,57037,,,,,
339,57049,,,,,
335,57060,,,,,
323,57071,,,,,
317,57082,,,,,
317,57095,,,,,
316,57106,,,,,
315,57117,,,,,
317,57128,,,,,
311,57140,,,,,
290,57151,,,,,
447,57163,,,,,
660,57175,,,,,
399,57186,,,,,
234,57197,,,,,
282,57208,,,,,
309,57221,,,,,
315,57232,,,,,
319,57243,,,,,
325,57254,,,,,
328,57266,,,,,
335,57277,,,,,
341,57289,,,,,
346,57300,,,,,
354,57312,,,,,
359,57323,,,,,
371,57334,,,,,
378,57346,,,,,
382,57358,,,,,
384,57369,,,,,
380,57380,,,,,
372,57392,,,,,
356,57403,,,,,
341,57414,,,,,
321,57426,,,,,
313,57438,,,,,
310,57449,,,,,
305,57460,,,,,
307,57472,,,,,
307,57483,,,,,
310,57495,,,,,
313,57506,,,,,
316,57518,,,,,
318,57529,,,,,
319,57540,,,,,
318,57552,,,,,
318,57564,,,,,
322,57575,,,,,
320,57586,,,,,
323,57597,,,,,
321,57609,,,,,
325,57621,,,,,
337,57632,,,,,
337,57644,,,,,
331,57655,,,,,
318,57666,,,,,
315,57677,,,,,
317,57690,,,,,
317,57701,,,,,
318,57712,,,,,
317,57723,,,,,
298,57735,,,,,
338,57746,,,,,
613,57758,,,,,
588,57769,,,,,
253,57781,,,,,
261,57792,,,,,
304,57803,,,,,
312,57815,,,,,
315,57827,,,,,
320,57838,,,,,
325,57849,,,,,
330,57861,,,,,
336,57872,,,,,
339,57883,,,,,
349,57895,,,,,
355,57907,,,,,
362,57918,,,,,
373,57929,,,,,
378,57940,,,,,
383,57953,,,,,
380,57964,,,,,
375,57975,,,,,
363,57987,,,,,
347,57998,,,,,
331,58009,,,,,
317,58021,,,,,
310,58033,,,,,
306,58044,,,,,
308,58055,,,,,
310,58066,,,,,
309,58078,,,,,
312,58090,,,,,
314,58101,,,,,
316,58113,,,,,
316,58124,,,,,
319,58135,,,,,
318,58146,,,,,
320,58159,,,,,
324,58170,,,,,
323,58181,,,,,
322,58192,,,,,
331,58204,,,,,
339,58215,,,,,
334,58227,,,,,
322,58238,,,,,
316,58250,,,,,
315,58261,,,,,
317,58272,,,,,
314,58285,,,,,
318,58296,,,,,
312,58307,,,,,
285,58318,,,,,
437,58330,,,,,
658,58341,,,,,
416,58353,,,,,
237,58364,,,,,
281,58376,,,,,
309,58387,,,,,
312,58398,,,,,
317,58409,,,,,
323,58422,,,,,
329,58433,,,,,
329,58444,,,,,
337,58456,,,,,
342,58467,,,,,
348,58478,,,,,
359,58490,,,,,
365,58502,,,,,
375,58513,,,,,
380,58524,,,,,
383,58535,,,,,
376,58547,,,,,
370,58559,,,,,
359,58570,,,,,
338,58582,,,,,
323,58593,,,,,
311,58604,,,,,
309,58615,,,,,
307,58628,,,,,
308,58639,,,,,
309,58650,,,,,
309,58661,,,,,
313,58673,,,,,
314,58685,,,,,
318,58696,,,,,
320,58707,,,,,
319,58719,,,,,
320,58730,,,,,
322,58741,,,,,
322,58754,,,,,
325,58765,,,,,
336,58776,,,,,
335,58787,,,,,
330,58799,,,,,
319,58810,,,,,
312,58822,,,,,
314,58833,,,,,
315,58845,,,,,
316,58856,,,,,
317,58867,,,,,
293,58878,,,,,
327,58891,,,,,
614,58902,,,,,
614,58913,,,,,
262,58925,,,,,
251,58936,,,,,
296,58947,,,,,
311,58959,,,,,
314,58971,,,,,
319,58982,,,,,
326,58993,,,,,
329,59004,,,,,
335,59017,,,,,
340,59028,,,,,
349,59039,,,,,
355,59051,,,,,
361,59062,,,,,
372,59073,,,,,
381,59085,,,,,
385,59097,,,,,
380,59108,,,,,
374,59119,,,,,
366,59130,,,,,
345,59142,,,,,
328,59154,,,,,
312,59165,,,,,
307,59176,,,,,
305,59188,,,,,
304,59199,,,,,
307,59210,,,,,
306,59223,,,,,
310,59234,,,,,
312,59245,,,,,
314,59256,,,,,
315,59268,,,,,
318,59279,,,,,
323,59291,,,,,
321,59302,,,,,
329,59314,,,,,
332,59325,,,,,
336,59336,,,,,
330,59347,,,,,
317,59360,,,,,
314,59371,,,,,
311,59382,,,,,
313,59394,,,,,
314,59405,,,,,
315,59417,,,,,
299,59428,,,,,
298,59440,,,,,
542,59451,,,,,
633,59462,,,,,
286,59473,,,,,
238,59486,,,,,
290,59497,,,,,
307,59508,,,,,
314,59520,,,,,
319,59531,,,,,
323,59542,,,,,
329,59554,,,,,
334,59566,,,,,
342,59577,,,,,
348,59588,,,,,
352,59599,,,,,
363,59611,,,,,
372,59623,,,,,
379,59634,,,,,
381,59645,,,,,
380,59657,,,,,
376,59668,,,,,
363,59679,,,,,
348,59692,,,,,
327,59703,,,,,
316,59714,,,,,
307,59725,,,,,
307,59737,,,,,
304,59749,,,,,
303,59760,,,,,
308,59771,,,,,
308,59783,,,,,
312,59794,,,,,
314,59805,,,,,
317,59817,,,,,
321,59829,,,,,
324,59840,,,,,
322,59851,,,,,
329,59863,,,,,
338,59874,,,,,
335,59886,,,,,
329,59897,,,,,
320,59909,,,,,
315,59920,,,,,
316,59931,,,,,
315,59942,,,,,
317,59955,,,,,
315,59966,,,,,
290,59977,,,,,
341,59988,,,,,
609,60000,,,,,
568,60011,,,,,
